SEQ|Species|Sources|Tree|Treeish_batch|Treeish_justification|SID|WCVP|WCVP_match|TRY_Species|WFO_Accepted|WFO_Unchecked|WFO_Synonym|WFO_none
253|Acacia ancistrocarpa|8|YES|1|TreeGOER|wfo-0000202743|wcvp-2611208|IPNI|5|1|0|0|0
254|Acacia ancistrophylla|1|NO||""|wfo-0000202303|wcvp-2611210|WCVP|0|1|0|0|0
255|Acacia andrewsii|1|NO||""|wfo-0000201858|wcvp-2611215|IPNI|2|1|0|0|0
256|Acacia aneura|22|YES|1|TreeGOER|wfo-0001053991|wcvp-2611217|IPNI|3|2|0|0|0
257|Acacia anfractuosa|2|YES|1|TreeGOER|wfo-0000203023|wcvp-2611231|IPNI|5|1|0|0|0
258|Acacia angusta|2|YES|1|TreeGOER|wfo-0001055544|wcvp-2611235|IPNI|0|2|0|0|0
259|Acacia anomala|2|NO||""|wfo-0000201557|wcvp-2611260|IPNI|2|1|0|0|0
260|Acacia anserina|1|NO||""|wfo-0001338397|wcvp-2994684|IPNI|0|1|0|0|0
261|Acacia anthochaera|3|YES|1|TreeGOER|wfo-0000201458|wcvp-2611262|IPNI|3|1|0|0|0
262|Acacia aphanoclada|2|NO||""|wfo-0000201427|wcvp-2611264|IPNI|2|1|0|0|0
263|Acacia aphylla|1|NO||""|wfo-0000201558|wcvp-2611265|IPNI|4|1|0|0|0
264|Acacia applanata|1|NO||""|wfo-0000201583|wcvp-2611267|IPNI|2|1|0|0|0
265|Acacia aprepta|2|YES|1|TreeGOER|wfo-0000202888|wcvp-2611268|IPNI|3|1|0|0|0
266|Acacia aprica|1|NO||""|wfo-0001263573|wcvp-2611269|IPNI|5|1|0|0|0
267|Acacia aptaneura|3|YES|1|TreeGOER|wfo-0001334467|wcvp-2913421|IPNI|4|1|0|0|0
268|Acacia arafurica|3|YES|1|TreeGOER|wfo-0000202391|wcvp-2611275|IPNI|2|1|0|0|0
269|Acacia araneosa|2|YES|1|TreeGOER|wfo-0000201127|wcvp-2611276|IPNI|3|1|0|0|0
270|Acacia arbiana|1|NO||""|wfo-0000201329|wcvp-2611278|IPNI|2|1|0|0|0
271|Acacia arcuatilis|1|NO||""|wfo-0000203000|wcvp-2611284|IPNI|2|1|0|0|0
272|Acacia areolata|1|YES|1|Synthesis|wfo-0001270480|wcvp-2611287|IPNI|0|1|0|0|0
273|Acacia argentina|1|NO||""|wfo-0000506239|wcvp-2603356|IPNI|0|1|0|0|0
274|Acacia argutifolia|1|NO||""|wfo-0000201872|wcvp-2611289|IPNI|2|1|0|0|0
275|Acacia argyraea|2|YES|1|TreeGOER|wfo-0000202755|wcvp-2611290|IPNI|2|1|0|0|0
276|Acacia argyrodendron|7|YES|1|TreeGOER|wfo-0000202389|wcvp-2611291|IPNI|2|1|0|0|0
277|Acacia argyrophylla|1|NO||""|wfo-0000201365|wcvp-2611292|IPNI|4|1|0|0|0
278|Acacia argyrotricha|1|NO||""|wfo-0000202337|wcvp-2611293|IPNI|2|1|0|0|0
279|Acacia arida|1|NO||""|wfo-0000202698|wcvp-2611294|IPNI|3|1|0|0|0
280|Acacia aristulata|1|NO||""|wfo-0000201771|wcvp-2611296|IPNI|2|1|0|0|0
281|Acacia armillata|2|YES|1|TreeGOER|wfo-0000202427|wcvp-2611317|IPNI|2|1|0|0|0
282|Acacia armitii|3|YES|1|TreeGOER|wfo-0000202634|wcvp-2611318|IPNI|3|1|0|0|0
283|Acacia arrecta|1|NO||""|wfo-0000202719|wcvp-2611323|IPNI|2|1|0|0|0
284|Acacia ascendens|1|NO||""|wfo-0000202125|wcvp-2611329|IPNI|4|1|0|0|0
285|Acacia asepala|1|NO||""|wfo-0000201901|wcvp-2611330|IPNI|4|1|0|0|0
286|Acacia ashbyae|1|NO||""|wfo-0000201536|wcvp-2611331|IPNI|2|1|0|0|0
287|Acacia asparagoides|2|NO||""|wfo-0000201713|wcvp-2611332|IPNI|3|1|0|0|0
288|Acacia aspera|1|NO||""|wfo-0000202033|wcvp-2611333|WCVP|0|1|0|0|0
289|Acacia asperulacea|1|NO||""|wfo-0000203156|wcvp-2611336|IPNI|2|1|0|0|0
290|Acacia assimilis|2|YES|1|TreeGOER|wfo-0000202234|wcvp-2611339|IPNI|4|1|0|0|0
291|Acacia ataxiphylla|1|NO||""|wfo-0000201862|wcvp-2611346|WCVP|0|1|0|0|0
292|Acacia atkinsiana|3|NO||""|wfo-0000202886|wcvp-2611348|IPNI|4|1|0|0|0
293|Acacia atopa|2|YES|1|TreeGOER|wfo-0000202951|wcvp-2611350|IPNI|3|1|0|0|0
294|Acacia atrox|1|NO||""|wfo-0001260796|wcvp-2611352|WCVP|0|1|0|0|0
295|Acacia attenuata|3|YES|1|TreeGOER|wfo-0000201085|wcvp-2611353|IPNI|3|1|0|0|0
296|Acacia aulacocarpa|17|YES|1|TreeGOER|wfo-0000202547|wcvp-2611355|IPNI|5|1|0|0|0
297|Acacia aulacophylla|1|NO||""|wfo-0000202233|wcvp-2611359|IPNI|2|1|0|0|0
298|Acacia auratiflora|1|NO||""|wfo-0000202166|wcvp-2611360|IPNI|3|1|0|0|0
299|Acacia aureocrinita|1|NO||""|wfo-0001270505|wcvp-2611363|IPNI|4|1|0|0|0
300|Acacia auricoma|1|NO||""|wfo-0000202472|wcvp-2611364|IPNI|2|1|0|0|0
301|Acacia auriculiformis|33|YES|1|TreeGOER|wfo-0000173754|wcvp-2611367|IPNI|7|1|0|0|0
302|Acacia auripila|2|YES|1|TreeGOER|wfo-0000202354|wcvp-2611368|IPNI|3|1|0|0|0
303|Acacia auronitens|1|NO||""|wfo-0000201891|wcvp-2611371|IPNI|3|1|0|0|0
304|Acacia ausfeldii|3|YES|1|TreeGOER|wfo-0000202077|wcvp-2611373|IPNI|4|1|0|0|0
305|Acacia awestoniana|1|NO||""|wfo-0000202163|wcvp-2611375|IPNI|3|1|0|0|0
306|Acacia axillaris|2|YES|1|TreeGOER|wfo-0000203124|wcvp-2611376|IPNI|3|1|0|0|0
307|Acacia ayersiana|2|YES|1|TreeGOER|wfo-0000202941|wcvp-2611378|IPNI|3|1|0|0|0
308|Acacia baeuerlenii|1|NO||""|wfo-0000202105|wcvp-2611381|IPNI|5|1|0|0|0
309|Acacia baileyana|13|YES|1|TreeGOER|wfo-0000189913|wcvp-2611385|IPNI|4|1|0|0|0
310|Acacia bakeri|4|YES|1|TreeGOER|wfo-0000202504|wcvp-2611387|IPNI|4|1|0|0|0
311|Acacia balsamea|1|NO||""|wfo-0000202324|wcvp-2611390|IPNI|2|1|0|0|0
312|Acacia bancroftiorum|2|YES|1|TreeGOER|wfo-0000201067|wcvp-2611392|IPNI|6|1|0|0|0
313|Acacia barakulensis|1|NO||""|wfo-0000201666|wcvp-2611394|IPNI|1|1|0|0|0
314|Acacia barattensis|1|NO||""|wfo-0000202111|wcvp-2611395|IPNI|3|1|0|0|0
315|Acacia barbinervis|1|NO||""|wfo-0000201875|wcvp-2611397|WCVP|0|1|0|0|0
316|Acacia barrettiorum|2|YES|1|TreeGOER|wfo-0000743287|wcvp-2895417|IPNI|2|1|0|0|0
317|Acacia barringtonensis|2|NO||""|wfo-0000201236|wcvp-2611401|IPNI|5|1|0|0|0
318|Acacia bartlei|1|NO||""|wfo-0001443468|wcvp-2913396|IPNI|0|1|0|0|0
319|Acacia basedowii|1|NO||""|wfo-0000201751|wcvp-2611404|IPNI|2|1|0|0|0
320|Acacia baueri|1|NO||""|wfo-0000201310|wcvp-2611406|WCVP|0|1|0|0|0
321|Acacia baxteri|1|NO||""|wfo-0000201859|wcvp-2611411|IPNI|2|1|0|1|0
322|Acacia beadleana|1|NO||""|wfo-0000508237|wcvp-2606014|IPNI|2|1|0|0|0
323|Acacia beauverdiana|5|YES|1|TreeGOER|wfo-0000202961|wcvp-2611413|IPNI|4|1|0|0|0
324|Acacia beckleri|2|NO||""|wfo-0000201388|wcvp-2611414|IPNI|4|1|0|0|0
325|Acacia benthamii|3|NO||""|wfo-0001053996|wcvp-2611419|IPNI|3|1|0|2|0
326|Acacia besleyi|1|NO||""|wfo-0001341995|wcvp-3001678|IPNI|0|1|0|0|0
327|Acacia betchei|2|NO||""|wfo-0000201204|wcvp-2611427|IPNI|4|1|0|0|0
328|Acacia bidentata|1|NO||""|wfo-0000201767|wcvp-2611431|IPNI|2|1|0|0|0
329|Acacia bifaria|1|NO||""|wfo-0000202012|wcvp-2611439|IPNI|5|1|0|0|0
330|Acacia biflora|2|NO||""|wfo-0000201829|wcvp-2611440|IPNI|2|1|0|1|0
331|Acacia binata|1|NO||""|wfo-0000201975|wcvp-2611448|IPNI|2|1|0|0|0
332|Acacia binervata|7|YES|1|TreeGOER|wfo-0000185290|wcvp-2611449|IPNI|4|1|0|1|0
333|Acacia binervia|6|YES|1|TreeGOER|wfo-0000190121|wcvp-2611451|IPNI|9|1|0|0|0
334|Acacia bivenosa|5|NO||""|wfo-0000185295|wcvp-2611454|IPNI|5|1|0|0|0
335|Acacia blakei|3|YES|1|TreeGOER|wfo-0000202792|wcvp-2611457|IPNI|3|1|0|0|0
336|Acacia blakelyi|6|YES|1|TreeGOER|wfo-0000201531|wcvp-2611459|IPNI|5|1|0|0|0
337|Acacia blaxellii|1|NO||""|wfo-0000201978|wcvp-2611460|IPNI|2|1|0|0|0
338|Acacia blayana|3|YES|1|TreeGOER|wfo-0000200969|wcvp-2611461|IPNI|3|1|0|0|0
339|Acacia boormanii|4|YES|3|Tallo|wfo-0000192738|wcvp-2611472|IPNI|4|1|0|0|0
340|Acacia botrydion|1|NO||""|wfo-0000201942|wcvp-2611478|IPNI|7|1|0|0|0
341|Acacia brachybotrya|5|YES|3|Tallo|wfo-0000185294|wcvp-2611480|IPNI|4|1|0|0|0
342|Acacia brachyclada|1|NO||""|wfo-0000201782|wcvp-2611489|IPNI|2|1|0|0|0
343|Acacia brachyphylla|1|NO||""|wfo-0001053999|wcvp-2611491|WCVP|0|2|0|0|0
344|Acacia brachypoda|1|NO||""|wfo-0000202126|wcvp-2611493|IPNI|3|1|0|0|0
345|Acacia brachystachya|12|YES|1|TreeGOER|wfo-0000202933|wcvp-2611495|IPNI|6|1|0|0|0
346|Acacia bracteolata|1|NO||""|wfo-0000202013|wcvp-2611497|IPNI|2|1|0|0|0
347|Acacia brandegeana|1|YES|1|Synthesis|wfo-0000174788|wcvp-2471568|WCVP|0|1|0|0|0
348|Acacia brassii|4|YES|1|TreeGOER|wfo-0000202608|wcvp-2611500|IPNI|5|1|0|0|0
349|Acacia brockii|3|YES|1|TreeGOER|wfo-0000202657|wcvp-2611508|IPNI|2|1|0|0|0
350|Acacia bromilowiana|2|YES|1|TreeGOER|wfo-0000508238|wcvp-2606016|IPNI|0|1|0|0|0
351|Acacia browniana|2|NO||""|wfo-0000203188|wcvp-2611510|WCVP|3|2|0|0|0
352|Acacia brownii|2|NO||""|wfo-0000201691|wcvp-2611516|IPNI|6|1|0|0|0
353|Acacia brumalis|5|YES|1|TreeGOER|wfo-0000201155|wcvp-2611517|IPNI|4|1|0|0|0
354|Acacia brunioides|1|NO||""|wfo-0000201322|wcvp-2611518|WCVP|0|1|0|0|0
355|Acacia bulgaensis|2|YES|1|TreeGOER|wfo-0000202791|wcvp-2611526|IPNI|3|1|0|0|0
356|Acacia burbidgeae|1|NO||""|wfo-0000201663|wcvp-2611529|IPNI|4|1|0|0|0
357|Acacia burdekensis|1|NO||""|wfo-0001270551|wcvp-2611530|IPNI|1|1|0|0|0
358|Acacia burkittii|4|YES|1|TreeGOER+|wfo-0000202987|wcvp-2611532|IPNI|7|1|0|0|0
359|Acacia burrana|1|NO||""|wfo-0000506240|wcvp-2603357|IPNI|1|1|0|0|0
360|Acacia burrowii|6|YES|1|TreeGOER|wfo-0000202789|wcvp-2611534|IPNI|4|1|0|0|0
361|Acacia burrowsiana|2|YES|1|TreeGOER|wfo-0000508239|wcvp-2606017|IPNI|0|1|0|0|0
362|Acacia buxifolia|3|NO||""|wfo-0000185292|wcvp-2611538|IPNI|4|1|0|0|0
363|Acacia bynoeana|1|NO||""|wfo-0000202205|wcvp-2611543|IPNI|4|1|0|0|0
364|Acacia caerulescens|2|YES|1|TreeGOER|wfo-0000201063|wcvp-2611545|IPNI|4|1|0|0|0
365|Acacia caesaneura|2|YES|1|TreeGOER|wfo-0001425472|wcvp-2913420|IPNI|1|1|0|0|0
366|Acacia caesariata|1|NO||""|wfo-0000202160|wcvp-2611546|IPNI|5|1|0|0|0
367|Acacia caesiella|3|YES|1|TreeGOER|wfo-0000185301|wcvp-2611550|IPNI|3|1|0|0|0
368|Acacia calamifolia|9|YES|1|TreeGOER|wfo-0000185297|wcvp-2611559|IPNI|8|1|0|2|0
369|Acacia calantha|1|NO||""|wfo-0000201648|wcvp-2611564|IPNI|2|1|0|0|0
370|Acacia calcarata|1|NO||""|wfo-0000201902|wcvp-2611565|IPNI|2|1|0|0|0
371|Acacia calcicola|6|YES|1|TreeGOER|wfo-0000202379|wcvp-2611566|IPNI|4|1|0|0|0
372|Acacia calligera|3|NO||""|wfo-0001425444|wcvp-2603359|IPNI|1|1|0|1|0
373|Acacia calyculata|4|NO||""|wfo-0000202762|wcvp-2611576|IPNI|5|1|0|0|0
374|Acacia cambagei|16|YES|1|TreeGOER|wfo-0000202385|wcvp-2611577|IPNI|4|1|0|0|0
375|Acacia camptocarpa|1|NO||""|wfo-0001338393|wcvp-2994469|IPNI|0|1|0|0|0
376|Acacia camptoclada|2|NO||""|wfo-0000201470|wcvp-2611581|IPNI|2|1|0|1|0
377|Acacia campylophylla|1|NO||""|wfo-0000202276|wcvp-2611584|IPNI|4|1|0|0|0
378|Acacia cana|6|YES|1|TreeGOER|wfo-0000202375|wcvp-2611585|IPNI|6|1|0|0|0
379|Acacia cangaiensis|3|YES|1|TreeGOER|wfo-0000200976|wcvp-2611590|IPNI|4|1|0|0|0
380|Acacia capillaris|1|NO||""|wfo-0000203146|wcvp-2611593|IPNI|2|1|0|0|0
381|Acacia cardiophylla|6|YES|1|TreeGOER|wfo-0000185298|wcvp-2611598|IPNI|3|1|0|0|0
382|Acacia carens|1|NO||""|wfo-0000201890|wcvp-2611599|IPNI|4|1|0|0|0
383|Acacia carneorum|2|YES|1|TreeGOER|wfo-0000201400|wcvp-2611601|IPNI|2|1|0|0|0
384|Acacia carnosula|1|NO||""|wfo-0000201982|wcvp-2611602|IPNI|2|1|0|0|0
385|Acacia caroleae|2|YES|1|TreeGOER|wfo-0000202847|wcvp-2611603|IPNI|3|1|0|0|0
386|Acacia cassicula|1|NO||""|wfo-0000202167|wcvp-2611604|IPNI|3|1|0|0|0
387|Acacia castanostegia|1|NO||""|wfo-0000201534|wcvp-2611606|IPNI|1|1|0|0|0
388|Acacia cataractae|2|NO||""|wfo-0000202746|wcvp-2611607|IPNI|2|1|0|0|0
389|Acacia catenulata|5|YES|1|TreeGOER|wfo-0000202948|wcvp-2611618|IPNI|4|1|0|0|0
390|Acacia cavealis|1|NO||""|wfo-0000201893|wcvp-2611622|IPNI|3|1|0|0|0
391|Acacia cedroides|1|NO||""|wfo-0001054003|wcvp-2611633|IPNI|4|1|0|0|0
392|Acacia celastrifolia|3|YES|1|TreeGOER|wfo-0000201605|wcvp-2611634|IPNI|4|1|0|0|0
393|Acacia celsa|7|YES|1|GlobUNT|wfo-0001270585|wcvp-2611635|IPNI|2|1|0|0|0
394|Acacia centrinervia|1|NO||""|wfo-0000202029|wcvp-2611638|IPNI|0|1|0|0|0
395|Acacia cerastes|1|NO||""|wfo-0000201913|wcvp-2611641|IPNI|4|1|0|0|0
396|Acacia chalkeri|2|NO||""|wfo-0000201091|wcvp-2611645|IPNI|4|1|0|0|0
397|Acacia chamaeleon|3|NO||""|wfo-0000201157|wcvp-2611646|IPNI|4|1|0|0|0
398|Acacia chapmanii|1|NO||""|wfo-0000202272|wcvp-2611648|WCVP|0|1|0|0|0
399|Acacia chartacea|3|YES|1|TreeGOER|wfo-0000201443|wcvp-2611652|IPNI|2|1|0|0|0
400|Acacia cheelii|2|YES|1|Synthesis|wfo-0001055536|wcvp-2611653|IPNI|4|1|0|0|0
401|Acacia chinchillensis|2|NO||""|wfo-0000200974|wcvp-2611657|IPNI|3|1|0|0|0
402|Acacia chippendalei|1|NO||""|wfo-0000203138|wcvp-2611658|IPNI|2|1|0|0|0
403|Acacia chisholmii|4|YES|1|TreeGOER|wfo-0000202679|wcvp-2611659|WCVP|6|2|0|0|0
404|Acacia chrysella|2|NO||""|wfo-0000201162|wcvp-2611664|IPNI|2|1|0|0|0
405|Acacia chrysocephala|2|NO||""|wfo-0000201826|wcvp-2611666|IPNI|2|1|0|0|0
406|Acacia chrysochaeta|1|NO||""|wfo-0000202666|wcvp-2611667|IPNI|2|1|0|0|0
407|Acacia chrysopoda|1|NO||""|wfo-0000202171|wcvp-2611669|IPNI|2|1|0|0|0
408|Acacia chrysotricha|2|YES|1|TreeGOER|wfo-0000185299|wcvp-2611671|IPNI|5|1|0|0|0
409|Acacia cincinnata|11|YES|1|TreeGOER|wfo-0000186346|wcvp-2611679|IPNI|4|1|0|0|0
410|Acacia citrinoviridis|6|YES|1|TreeGOER|wfo-0000202920|wcvp-2611685|IPNI|5|1|0|0|0
411|Acacia citriodora|1|NO||""|wfo-0001348021|wcvp-3014230|IPNI|1|1|0|0|0
412|Acacia clandullensis|1|NO||""|wfo-0001249439|wcvp-2611686|IPNI|4|1|0|0|0
413|Acacia claviseta|1|NO||""|wfo-0001443472|wcvp-2994527|IPNI|0|1|0|0|0
414|Acacia clelandii|1|NO||""|wfo-0000202938|wcvp-2611691|IPNI|2|1|0|0|0
415|Acacia clunies-rossiae|2|YES|1|TreeGOER|wfo-0000186344|wcvp-2611697|IPNI|3|1|0|0|0
416|Acacia clydonophora|1|NO||""|wfo-0000201591|wcvp-2611698|IPNI|5|1|0|0|0
417|Acacia coatesii|1|NO||""|wfo-0001341993|wcvp-3001674|IPNI|0|1|0|0|0
418|Acacia cochlearis|1|NO||""|wfo-0000202255|wcvp-2611700|IPNI|3|1|0|0|0
419|Acacia cochlocarpa|2|NO||""|wfo-0000203017|wcvp-2611704|WCVP|2|2|0|0|0
420|Acacia cockertoniana|2|YES|1|TreeGOER|wfo-0000508240|wcvp-2606019|IPNI|1|1|0|0|0
421|Acacia cognata|3|YES|1|TreeGOER|wfo-0000202101|wcvp-2611707|IPNI|3|1|0|1|0
422|Acacia colei|14|YES|1|TreeGOER|wfo-0000202587|wcvp-2611709|IPNI|8|1|0|0|0
423|Acacia collegialis|1|NO||""|wfo-0001341994|wcvp-3001676|IPNI|0|1|0|0|0
424|Acacia colletioides|6|YES|1|GlobUNT|wfo-0000202264|wcvp-2611712|IPNI|5|1|0|1|0
425|Acacia comans|1|NO||""|wfo-0000202249|wcvp-2611720|IPNI|2|1|0|0|0
426|Acacia complanata|5|YES|1|TreeGOER|wfo-0000185282|wcvp-2611725|IPNI|4|1|0|0|0
427|Acacia concolorans|1|NO||""|wfo-0000201904|wcvp-2611733|IPNI|2|1|0|0|0
428|Acacia concurrens|11|YES|1|TreeGOER|wfo-0000185341|wcvp-2611735|IPNI|6|1|0|0|0
429|Acacia conferta|5|YES|1|TreeGOER|wfo-0000201330|wcvp-2611737|IPNI|4|1|0|0|0
430|Acacia confluens|1|NO||""|wfo-0000201144|wcvp-2611738|IPNI|2|1|0|0|0
431|Acacia confusa|19|YES|1|TreeGOER|wfo-0000186120|wcvp-2611739|IPNI|3|1|0|0|0
432|Acacia congesta|1|NO||""|wfo-0000201930|wcvp-2611741|WCVP|0|1|0|0|0
433|Acacia conjunctifolia|1|NO||""|wfo-0000202708|wcvp-2611744|IPNI|2|1|0|0|0
434|Acacia conniana|2|YES|1|TreeGOER|wfo-0000202862|wcvp-2611745|IPNI|2|1|0|0|0
435|Acacia consanguinea|1|NO||""|wfo-0000202243|wcvp-2611746|IPNI|2|1|0|0|0
436|Acacia consobrina|1|NO||""|wfo-0000202173|wcvp-2611747|IPNI|2|1|0|0|0
437|Acacia conspersa|3|YES|1|TreeGOER|wfo-0000202645|wcvp-2611748|IPNI|2|1|0|0|0
438|Acacia constablei|2|NO||""|wfo-0000185300|wcvp-2611750|IPNI|4|1|0|0|0
439|Acacia constricta|7|YES|1|TreeGOER|wfo-0000163817|wcvp-2471580|WCVP|3|1|0|1|0
440|Acacia continua|3|YES|1|TreeGOER|wfo-0000201746|wcvp-2611754|IPNI|5|1|0|0|0
441|Acacia convallium|2|YES|1|TreeGOER|wfo-0000202487|wcvp-2611756|IPNI|2|1|0|0|0
442|Acacia coolgardiensis|4|YES|1|TreeGOER|wfo-0000202954|wcvp-2611760|IPNI|6|1|0|0|0
443|Acacia coriacea|11|YES|1|TreeGOER|wfo-0000202346|wcvp-2611766|IPNI|4|1|0|0|0
444|Acacia costata|1|NO||""|wfo-0000201874|wcvp-2611776|IPNI|2|1|0|0|0
445|Acacia costiniana|1|NO||""|wfo-0000201238|wcvp-2611778|IPNI|5|1|0|0|0
446|Acacia courtii|2|YES|2|lifeform tree|wfo-0001270641|wcvp-2611782|IPNI|4|1|0|0|0
447|Acacia covenyi|2|YES|1|TreeGOER|wfo-0000201240|wcvp-2611783|IPNI|3|1|0|0|0
448|Acacia cowaniana|2|YES|1|TreeGOER|wfo-0000202121|wcvp-2611784|IPNI|3|1|0|0|0
449|Acacia cowleana|11|YES|1|TreeGOER|wfo-0000202591|wcvp-2611786|IPNI|4|1|0|0|0
450|Acacia cracentis|1|NO||""|wfo-0000203007|wcvp-2611787|IPNI|2|1|0|0|0
451|Acacia craspedocarpa|6|YES|1|TreeGOER|wfo-0000202946|wcvp-2611789|IPNI|4|1|0|0|0
452|Acacia crassa|3|YES|1|TreeGOER|wfo-0000202523|wcvp-2611790|IPNI|2|1|0|0|0
453|Acacia crassicarpa|20|YES|1|TreeGOER|wfo-0000202545|wcvp-2611792|IPNI|6|1|0|0|0
454|Acacia crassistipula|1|NO||""|wfo-0000201786|wcvp-2611795|IPNI|2|1|0|0|0
455|Acacia crassiuscula|1|NO||""|wfo-0000201522|wcvp-2611796|WCVP|1|2|0|1|0
456|Acacia crassuloides|1|NO||""|wfo-0000201974|wcvp-2611802|IPNI|2|1|0|0|0
457|Acacia cremiflora|1|NO||""|wfo-0000201357|wcvp-2611803|IPNI|5|1|0|0|0
458|Acacia crenulata|2|YES|1|TreeGOER|wfo-0000202872|wcvp-2611804|IPNI|4|1|0|0|0
459|Acacia cretacea|1|YES|2|lifeform tree|wfo-1000002020|wcvp-2611805|IPNI|0|1|0|0|0
460|Acacia cretata|2|YES|1|TreeGOER|wfo-0000202514|wcvp-2611806|IPNI|3|1|0|0|0
461|Acacia crispula|1|NO||""|wfo-0001054010|wcvp-2611808|IPNI|2|1|0|0|0
462|Acacia crombiei|3|YES|1|TreeGOER|wfo-0000186425|wcvp-2611809|IPNI|2|1|0|0|0
463|Acacia cultriformis|10|YES|1|TreeGOER|wfo-0000191942|wcvp-2611815|IPNI|4|1|0|0|0
464|Acacia cummingiana|1|NO||""|wfo-0000201889|wcvp-2611818|IPNI|2|1|0|0|0
465|Acacia cuneifolia|1|NO||""|wfo-0000201937|wcvp-2611823|IPNI|4|1|0|0|0
466|Acacia cupularis|2|NO||""|wfo-0000201499|wcvp-2611830|WCVP|4|1|0|0|0
467|Acacia curranii|1|NO||""|wfo-0000202873|wcvp-2611832|IPNI|4|1|0|0|0
468|Acacia curryana|1|NO||""|wfo-0001443474|wcvp-3001704|IPNI|0|1|0|0|0
469|Acacia curvata|1|NO||""|wfo-0000202275|wcvp-2611833|IPNI|2|1|0|0|0
470|Acacia cuspidifolia|3|YES|1|TreeGOER|wfo-0000201445|wcvp-2611841|IPNI|3|1|0|0|0
471|Acacia cuthbertsonii|6|YES|1|TreeGOER|wfo-0000202905|wcvp-2611842|IPNI|3|1|0|0|0
472|Acacia cyclocarpa|1|NO||""|wfo-0001443475|wcvp-2994462|IPNI|0|1|0|0|0
473|Acacia cyclops|21|YES|1|TreeGOER|wfo-0000192127|wcvp-2611847|IPNI|7|1|0|0|0
474|Acacia cylindrica|1|NO||""|wfo-0000203034|wcvp-2611856|IPNI|2|1|0|0|0
475|Acacia cyperophylla|6|YES|1|TreeGOER|wfo-0000202875|wcvp-2611860|IPNI|4|1|0|0|0
476|Acacia dacrydioides|1|NO||""|wfo-0000202665|wcvp-2611862|IPNI|3|1|0|0|0
477|Acacia dallachiana|2|YES|1|TreeGOER|wfo-0000203085|wcvp-2611866|IPNI|5|1|0|0|0
478|Acacia dangarensis|3|YES|1|TreeGOER|wfo-0000201031|wcvp-2611869|IPNI|3|1|0|0|0
479|Acacia daphnifolia|1|YES|2|lifeform tree|wfo-0000201150|wcvp-2611870|IPNI|0|1|0|0|0
480|Acacia daviesii|1|NO||""|wfo-0001270663|wcvp-2611872|IPNI|1|1|0|0|0
481|Acacia daviesioides|1|NO||""|wfo-0000201912|wcvp-2611875|IPNI|2|1|0|1|0
482|Acacia daweana|1|NO||""|wfo-0000202918|wcvp-2611877|IPNI|2|1|0|0|0
483|Acacia dawsonii|3|YES|1|TreeGOER|wfo-0000202128|wcvp-2611878|IPNI|4|1|0|0|0
484|Acacia dealbata|23|YES|1|TreeGOER|wfo-0000192338|wcvp-2611879|IPNI|7|1|0|1|0
485|Acacia deanei|10|YES|1|TreeGOER|wfo-0000201013|wcvp-2611884|IPNI|5|1|0|0|0
486|Acacia debilis|2|YES|1|TreeGOER|wfo-0000200967|wcvp-2611886|IPNI|3|1|0|0|0
487|Acacia declinata|1|NO||""|wfo-0000202159|wcvp-2611896|IPNI|3|1|0|0|0
488|Acacia decora|9|YES|1|TreeGOER|wfo-0000185302|wcvp-2611897|IPNI|7|1|0|0|0
489|Acacia decurrens|26|YES|1|TreeGOER|wfo-0000192434|wcvp-2611901|IPNI|7|1|0|0|0
490|Acacia deficiens|1|NO||""|wfo-0000201953|wcvp-2611915|IPNI|4|1|0|0|0
491|Acacia deflexa|1|NO||""|wfo-0000202141|wcvp-2611916|IPNI|3|1|0|0|0
492|Acacia delibrata|2|YES|1|TreeGOER|wfo-0000202703|wcvp-2611921|IPNI|2|1|0|0|0
493|Acacia delicatula|2|NO||""|wfo-0000202713|wcvp-2611923|IPNI|2|1|0|0|0
494|Acacia delphina|2|NO||""|wfo-0000201790|wcvp-2611924|IPNI|2|1|0|0|0
495|Acacia deltoidea|1|NO||""|wfo-0000202402|wcvp-2611925|WCVP|0|1|0|0|0
496|Acacia demissa|2|YES|1|TreeGOER|wfo-0000202924|wcvp-2611928|IPNI|3|1|0|0|0
497|Acacia dempsteri|2|YES|1|TreeGOER|wfo-0000201440|wcvp-2611930|IPNI|2|1|0|0|0
498|Acacia densiflora|1|NO||""|wfo-0000202318|wcvp-2611933|IPNI|2|1|0|1|0
499|Acacia denticulosa|1|NO||""|wfo-0000203035|wcvp-2611937|IPNI|3|1|0|0|0
500|Acacia dentifera|2|YES|1|TreeGOER|wfo-0000192739|wcvp-2611938|WCVP|2|1|0|0|0
501|Acacia depressa|1|NO||""|wfo-0000203211|wcvp-2611947|IPNI|3|1|0|0|0
502|Acacia dermatophylla|1|NO||""|wfo-0000201996|wcvp-2611948|IPNI|2|1|0|0|0
503|Acacia derwentiana|1|NO||""|wfo-0000512553|wcvp-2611949|IPNI|0|1|0|0|0
504|Acacia desertorum|2|YES|1|TreeGOER|wfo-0000203032|wcvp-2611951|IPNI|2|1|0|0|0
505|Acacia desmondii|2|YES|1|TreeGOER|wfo-0000202881|wcvp-2611953|IPNI|3|1|0|0|0
506|Acacia deuteroneura|1|NO||""|wfo-0000201097|wcvp-2611956|IPNI|2|1|0|0|0
507|Acacia diallaga|1|NO||""|wfo-0000508242|wcvp-2606020|IPNI|0|1|0|0|0
